사용자 유형,기존 응원 팀,질문,매칭팀,추천 리그,sbert_score,n2v_score,vector_score,매칭 스코어,llm_rank,llm_reason
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4553157,0.5,0.8584910843417664,0.5538,1,뉴캐슬 유나이티드는 뉴캐슬을 연고로 하는 팀으로 연고지 성향이 매우 강합니다.
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4553157,0.5,0.8584910843417664,0.5538,1,뉴캐슬 유나이티드는 뉴캐슬을 연고로 하는 팀으로 연고지 성향이 매우 강합니다.
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.4488629,0.5,0.8391046888105949,0.5474,5,"리버풀은 리버풀을 연고로 하는 팀이지만, EPL에서의 연고지 성향이 상대적으로 약합니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.4488629,0.5,0.8391046888105949,0.5474,5,"리버풀은 리버풀을 연고로 하는 팀이지만, EPL에서의 연고지 성향이 상대적으로 약합니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",레드불,F1,0.3592021,0.5,0.9207281584775115,0.5278,1,"레드불은 오스트리아를 연고지로 하는 팀으로, 오스트리아 팬들의 지지가 매우 강합니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",레드불,F1,0.3592021,0.5,0.9207281584775115,0.5278,1,"레드불은 오스트리아를 연고지로 하는 팀으로, 오스트리아 팬들의 지지가 매우 강합니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",페라리,F1,0.3308502,0.5,0.9380699792415192,0.52,3,"페라리는 이탈리아를 연고지로 하며, 이탈리아 팬들의 열렬한 지지를 받습니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",페라리,F1,0.3308502,0.5,0.9380699792415192,0.52,3,"페라리는 이탈리아를 연고지로 하며, 이탈리아 팬들의 열렬한 지지를 받습니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",메르세데스,F1,0.29452997,0.5,0.8912063551568181,0.4961,5,"메르세데스는 독일을 연고지로 하며, 독일 팬들의 지지가 강합니다."
0,,"나는 EPL는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",메르세데스,F1,0.29452997,0.5,0.8912063551568181,0.4961,5,"메르세데스는 독일을 연고지로 하며, 독일 팬들의 지지가 강합니다."
0,,"나는 EPL는 처음인데, 실리 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.3362323,0.5,0.7751606407244519,0.4895,2,KT 위즈는 최근 몇 년간 꾸준히 실력을 발휘하며 강팀으로 자리 잡았습니다.
0,,"나는 EPL는 처음인데, 실리 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.37541372,0.5,0.6682711506266527,0.4838,1,NC 다이노스는 강력한 타선과 투수진을 보유하고 있어 실리 성향이 강합니다.
0,,"나는 EPL는 처음인데, 실리 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.3798815,0.5,0.5913385168143483,0.4702,3,키움 히어로즈는 최근 몇 년간 꾸준히 성적을 내며 실리 성향이 있는 팀으로 평가됩니다.
0,,"나는 EPL는 처음인데, 실리 성향이 강한 팀을 추천해줘.",첼시,EPL,0.4594718,0.5,0.8706678768140022,0.5579,2,첼시의 역사와 자금력 덕분에 실리 성향이 강합니다.
0,,"나는 EPL는 처음인데, 실리 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4320649,0.5,0.8584910843417664,0.5445,3,"뉴캐슬은 최근 몇 년간 실리 성향을 보여주었지만, 꾸준한 성과를 내기에는 여전히 한계가 있습니다."
0,,"나는 EPL는 처음인데, 실리 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.43327332,0.5,0.8391046888105949,0.5411,1,"리버풀은 최근 몇 시즌 동안 매우 강력한 실력을 보여주며, 유럽 무대에서도 주목받고 있습니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.35758054,0.5,0.7751606407244519,0.4981,1,"KT 위즈는 강력한 투수진과 안정적인 내야를 자랑합니다. 특히, 김민성의 포수와 김주찬의 외야수는 팀의 중심을 이룹니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.40431488,0.5,0.6682711506266527,0.4954,2,"NC 다이노스는 강력한 타선과 빠른 내야수를 자랑합니다. 특히, 김현수의 홈런 포텐셜과 박경수, 정성훈의 빠른 발은 팀의 강점입니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.27277213,0.5,0.7278442646508857,0.4547,3,"LG 트윈스는 다양한 타선 조합을 자랑합니다. 특히, 김형룡과 손아섭의 안정적인 내야 플레이와 김진우의 투수력은 팀의 강점입니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.39117423,0.5,0.7395024805573199,0.5044,2,"울산 HD FC는 전반적으로 안정적인 성적을 내는 팀으로, 단단한 성향이 강합니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.43491465,0.5,0.6496981395205583,0.5039,3,"제주 SK FC는 최근 몇 시즌 동안 변동성이 큰 성과를 보였습니다. 단단한 성향은 아니지만, 잠재력이 있습니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.36636865,0.5,0.7639530248390428,0.4993,1,"전북 현대 모터스는 K-리그에서 가장 안정적인 팀 중 하나로, 단단한 성향이 강합니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.41835344,0.5,0.8584910843417664,0.539,1,뉴캐슬은 전술적으로 매우 단단하고 안정적인 플레이를 선호합니다.
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",첼시,EPL,0.38245422,0.5,0.8706678768140022,0.5271,3,"첼시는 다양한 전술을 사용하며, 때로는 공격적인 플레이를 선호하기도 합니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.4456458,0.5,0.7324546096951456,0.5247,2,"크리스탈 팰리스는 공격적인 플레이를 선호하지만, 최근 몇 년간 안정적인 성과를 내기 시작했습니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",페라리,F1,0.4726001,0.5,0.9380699792415192,0.5767,2,"페라리는 전통적으로 강력한 기술력을 바탕으로 꾸준히 상위권을 차지하는 팀입니다. 그러나 최근 몇 년간의 성적은 불안정했지만, 기존 팬층이 크고 다양한 지원 시스템이 마련되어 있습니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",레드불,F1,0.42185068,0.5,0.9207281584775115,0.5529,3,"레드불은 최근 몇 년간 급부상한 팀으로, 강력한 엔진 성능과 함께 상승세를 타고 있습니다. 그러나 경주 중의 불안정성과 예측 불가능한 드라이빙 스타일이 초보자에게는 도전적일 수 있습니다."
0,,"나는 F1는 처음인데, 단단한 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.4330034,0.5,0.8926631066210853,0.5517,1,"맥라렌은 전통적으로 기술력과 팀워크를 바탕으로 상위권을 차지하는 팀입니다. 그러나 최근 몇 년간의 성적은 불안정했지만, 강력한 엔진과 다양한 드라이버 라인업이 있습니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.41046223,0.5,0.7639530248390428,0.517,1,"전북 현대 모터스는 전주를 연고지로 하고 있으며, 지역 팬들의 지지를 받으며 강력한 홈 경기 성적을 기록하고 있습니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.4304803,0.5,0.6496981395205583,0.5021,3,"제주는 제주도를 연고지로 하며, 상대적으로 작은 지역의 팀이지만, 지역 팬들의 열정적인 지지를 받습니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",포항 스틸러스,K LEAGUE,0.44119304,0.5,0.6002185683519212,0.4965,2,"포항은 포항을 연고지로 하고 있으며, 강력한 홈 경기 성적을 기록하며 연고지 성향이 강합니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4335301,0.5,0.8584910843417664,0.5451,1,"뉴캐슬 유나이티드는 북동부 잉글랜드 출신으로, 연고지 성향이 매우 강한 팀입니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",첼시,EPL,0.4270733,0.5,0.8706678768140022,0.545,2,"첼시는 런던에 위치해 있으며, 많은 팬들이 연고지에서 응원합니다. 그러나 전반적으로 연고지 성향이 뉴캐슬 유나이티드보다 약간 덜한 편입니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.389768,0.5,0.8391046888105949,0.5237,3,"리버풀은 북서 잉글랜드 출신으로, 연고지 성향이 있지만 첼시나 뉴캐슬 유나이티드에 비해 덜 강한 편입니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",페라리,F1,0.409931,0.5,0.9380699792415192,0.5516,1,"페라리는 이탈리아를 연고지로 하여 많은 지지자들을 보유하고 있으며, 특히 유럽에서 큰 인기를 끌고 있습니다."
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",레드불,F1,0.41553319,0.5,0.9207281584775115,0.5504,2,레드불은 오스트리아를 연고지로 하여 지역 팬들의 지지를 받습니다. 그러나 전반적으로 페라리와 비교했을 때 더 낮은 인지도를 가지고 있습니다.
0,,"나는 F1는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.36996302,0.5,0.8926631066210853,0.5265,3,"맥라렌은 영국을 연고지로 하여 영국 내에서 큰 지지를 받지만, 전 세계적으로는 페라리나 레드불에 비해 상대적으로 낮은 인지도를 가지고 있습니다."
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.3147918,0.5,0.6682711506266527,0.4596,1,NC 다이노스는 최근 몇 년간 꾸준히 좋은 성적을 거두며 미남으로서의 면모를 보여주고 있습니다.
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.22808868,0.5,0.7751606407244519,0.4463,2,KT 위즈는 과거에 강력한 팀으로 기억되지만 최근 몇 년간 성적이 약간 흔들리긴 했으나 여전히 미남의 면모를 간간히 보여줍니다.
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",두샨 베어스,KBO,0.28058016,0.5,0.6190277625270177,0.436,3,두샨 베어스는 아직까지는 미남으로서의 면모를 충분히 보여주지 못했으나 앞으로의 성적이 어떻게 될지는 기대됩니다.
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4197696,0.5,0.8584910843417664,0.5396,1,뉴캐슬 유나이티드는 K-LEAGUE의 미남 성향과는 다소 거리가 있는 팀으로 평가됩니다.
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",첼시,EPL,0.36851424,0.5,0.8706678768140022,0.5215,2,"첼시는 전통적으로 강력한 팀이지만, K-LEAGUE의 특성에 맞지 않는다고 판단됩니다."
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.3575198,0.5,0.8391046888105949,0.5108,3,"리버풀 역시 EPL에서 강팀이지만, K-LEAGUE의 미남 성향과는 적합하지 않습니다."
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.36618647,0.5,0.8926631066210853,0.525,2,"맥라렌은 전통적으로 기술력과 디자인 면에서 높은 평가를 받는 팀으로, 미남 성향이 강한 선수들이 많이 소속되어 있습니다."
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",페라리,F1,0.33800435,0.5,0.9380699792415192,0.5228,1,"페라리는 세계적인 브랜드로서, 스타성 선수들이 많고 미남 성향이 강한 선수들도 포함되어 있습니다."
0,,"나는 K LEAGUE는 처음인데, 미남 성향이 강한 팀을 추천해줘.",레드불,F1,0.32563728,0.5,0.9207281584775115,0.5144,3,"레드불은 최근 몇 년간 성적이 향상되면서 더 많은 관심을 받기 시작했으며, 미남 성향의 선수들이 소속되어 있지만, 전체적으로는 다른 두 팀에 비해 적합도가 낮습니다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.43045723,0.5,0.6682711506266527,0.5058,1,"NC 다이노스는 최근 몇 년간 역전승이 많았으며, 특히 홈 경기에서 상대적으로 강한 모습을 보여주고 있습니다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.373699,0.5,0.7751606407244519,0.5045,2,"KT 위즈는 전반적으로 중위권 팀으로 분류되지만, 역전승의 가능성이 높은 팀입니다. 특히 후반에 몰락하는 경우가 많아 역전 기회를 자주 얻습니다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",두샨 베어스,KBO,0.35859916,0.5,0.6190277625270177,0.4672,3,분석 실패 또는 신뢰도 낮음
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.44732836,0.5,0.7639530248390428,0.5317,1,전북 현대는 꾸준히 좋은 성적을 거두며 역전승이 많았던 팀입니다.
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.43755355,0.5,0.6496981395205583,0.505,2,"제주는 최근 몇 년간 역전승이 많이 발생했으나, 전체적으로는 전북 현대에 비해 덜 강한 역전 성향을 보였습니다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.38739932,0.5,0.7395024805573199,0.5029,3,"울산은 최근 성적이 좋지 않았으며, 역전승의 빈도는 상대적으로 낮았습니다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.44234937,0.5,0.8391046888105949,0.5448,3,"리버풀은 강력한 공격력을 바탕으로 많은 점수를 얻는 팀이지만, 역전 성향이 강한 팀이라고 할 수 없다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.39083374,0.5,0.8584910843417664,0.528,1,"뉴캐슬 유나이티드는 홈에서 상대적으로 강력한 모습을 보이며, 역전승이 많아 역전 성향이 있는 팀으로 평가된다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",첼시,EPL,0.38019916,0.5,0.8706678768140022,0.5262,2,"첼시는 전반적으로 강팀이지만, 때때로 실점을 허용하며 역전당하는 경우가 있어 역전 성향이 있는 팀으로 볼 수 있다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",페라리,F1,0.4279917,0.5,0.9380699792415192,0.5588,2,페라리는 강력한 드라이빙 스타일과 전략적 팀워크로 인해 역전승이 가능하다는 평을 받고 있습니다.
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.41764766,0.5,0.8926631066210853,0.5456,1,"맥라렌은 기술적으로 매우 발달된 팀으로, 경기 중 상황에 따라 적절한 전략적 결정을 내리는 것이 특징입니다."
0,,"나는 K LEAGUE는 처음인데, 역전 성향이 강한 팀을 추천해줘.",레드불,F1,0.4008933,0.5,0.9207281584775115,0.5445,3,"레드불은 자금력과 인력을 활용해 강력한 드라이브를 선보이지만, 팀의 일관성 있는 성과가 부족하여 역전승 가능성이 상대적으로 낮습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.52266973,0.5,0.7960969816462604,0.8524,1,키움 히어로즈는 최근 몇 년간 꾸준히 좋은 성적을 거두며 기적과 머니볼 성향이 강한 팀으로 평가받고 있습니다.
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.4644698,0.5,0.7815366116334377,0.5421,2,"NC 다이노스는 타팀과의 경기에서 자주 기적적인 승리를 거둬왔으며, 머니볼 성향도 어느 정도 보유하고 있습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.406197,0.5,0.8114514212176897,0.5248,3,KT 위즈는 최근 몇 년간 꾸준한 성적을 유지하지 못하며 기적과 머니бол 성향이 약한 편입니다.
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.44183016,0.5,0.8356004889161633,0.8158,2,"광주FC는 최근 몇 년간 꾸준한 성적을 거두고 있지만, 기적과 머니볼 성향이 강한 팀으로 평가되지 않습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.45676282,0.5,0.7818536440483247,0.8086,1,"강원FC는 최근 몇 년간 꾸준히 상위권에 진출하며, 기적과 머니볼 성향이 강한 팀으로 평가됩니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",대구FC,K LEAGUE,0.4503777,0.5,0.7774010787455954,0.8034,3,"대구FC는 최근 성적이 불안하며, 기적과 머니бол 성향이 강한 팀으로 평가되지 않습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.407668,0.5,0.7681154837998055,0.5167,1,"울버햄튼은 최근 몇 년간 큰 경기에서 승리를 거두는 팀으로, 특히 홈에서의 성적이 좋습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",웨스트햄 유나이티드,EPL,0.38661027,0.5,0.7822543700061813,0.5111,2,"웨스트햄은 신생팀으로서 빠른 발전을 이루고 있으며, 특히 공격적인 축구 스타일로 상대 팀을 압박합니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.38648558,0.5,0.755024652548982,0.5056,3,"크리스탈 팰리스는 중간권 팀으로서 꾸준한 성적을 유지하고 있지만, 큰 기대에 부응하는 경기가 많지 않습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",하스,F1,0.3766908,0.5,0.7731360815286796,0.5053,3,"하스는 최근 몇 년간 꾸준한 성적을 거두고 있지만, 기적과 머니볼 성향이 강한 팀으로 평가되지는 않습니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",윌리엄스,F1,0.28487194,0.5,0.7893736611432518,0.4718,2,"윌리엄스는 전반적으로 안정적인 성적을 내는 팀으로, 기적과 머니볼 성향이 비교적 적은 편입니다."
0,,"나는 KBO는 처음인데, 기적와(과) 머니볼 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.30851808,0.5,0.6885181297723034,0.4611,1,"맥라렌은 KBO에서 가장 강력한 팀 중 하나로, 꾸준히 상위권에 위치하며 기적과 머니볼 성향이 매우 강합니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",두샨 베어스,KBO,0.5114598,0.5,0.6190277625270177,0.5284,2,분석 실패 또는 신뢰도 낮음
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.44971216,0.5,0.7278442646508857,0.5255,2,분석 실패 또는 신뢰도 낮음
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.51732326,0.5,0.5913385168143483,0.5252,1,"키움은 최근 신생 팀으로서 빠르게 팬덤을 형성했으나, 아직 전반적인 팬덤의 강도가 두산과 LG에 비해 약간 낮습니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.37731087,0.5,0.7639530248390428,0.5037,1,"전북 현대는 K리그에서 가장 큰 팬덤을 보유한 팀 중 하나로, 꾸준한 성적과 우승 경험이 많아 많은 지지자들을 가지고 있습니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.4672321,0.5,0.5783335409929328,0.5026,2,"강원FC는 강원도 지역을 기반으로 하는 팀으로, 지역 팬들의 열렬한 지지를 받고 있습니다. 특히, 홈 경기에서의 열기는 유명합니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.40229383,0.5,0.6496981395205583,0.4909,3,"제주는 상대적으로 작은 지역을 기반으로 하는 팀이지만, 최근 몇 년간 꾸준한 성적을 거두며 팬덤이 조금씩 성장하고 있습니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.39562792,0.5,0.8584910843417664,0.5299,2,뉴캐슬 유나이티드는 열정적인 홈 구장 분위기와 강한 팬덤 문화를 가지고 있습니다.
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.38640922,0.5,0.8391046888105949,0.5224,1,"리버풀은 전 세계적으로 가장 큰 팬덤 중 하나로, 열정적이고 지지적인 팬들이 많습니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",아스톤 빌라,EPL,0.35557854,0.5,0.8764583229553351,0.5175,3,"아스튼 빌라는 최근 몇 년간 성장하고 있는 팀으로, 강한 팬덤을 가지고 있지만 리버풀에 비해 덜 알려져 있습니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",레드불,F1,0.3329368,0.5,0.9207281584775115,0.5173,3,"KBO 팬덤 성향이 강한 팀을 찾기 위해 레드불을 추천합니다. 레드불은 F1에서 꾸준히 좋은 성적을 거두고 있지만, 팬덤의 열정과 집단적인 지원은 상대적으로 약할 수 있습니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",페라리,F1,0.3167402,0.5,0.9380699792415192,0.5143,2,"페라리는 전설적인 팀으로 많은 팬들을 보유하고 있으며, KBO 팬덤 성향이 강한 팀의 특성을 잘 갖추고 있습니다. 그러나 F1와 KBO는 매우 다른 스포츠이므로 완벽한 매칭은 아닙니다."
0,,"나는 KBO는 처음인데, 팬덤 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.29648316,0.5,0.8926631066210853,0.4971,1,"맥라렌은 최근 몇 년간 강력한 성적을 거두며 많은 팬들을 확보했습니다. 또한, 팀의 전략과 선수들의 집단적인 노력이 돋보이는 팀으로 KBO 팬덤 성향이 강한 팀과의 매칭이 가장 잘 어울립니다."
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.40683857,0.5,0.7639530248390428,0.5155,1,전북 현대는 최근 몇 년간 K리그에서 상위권을 지속적으로 차지하며 우승권 성향이 강한 팀으로 평가받고 있습니다.
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.48204088,0.5,0.5783335409929328,0.5085,2,"강원FC는 최근 몇 년간 꾸준히 성적을 끌어올리며 상위권 진입에 성공했으나, 전북 현대와 같은 우승권 성향이 강한 팀으로 평가받지는 않습니다."
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.3872121,0.5,0.7395024805573199,0.5028,3,울산 HD는 최근 몇 년간 성적이 불안하며 우승권 성향이 강한 팀으로 평가받지 않습니다.
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.4067045,0.5,0.8391046888105949,0.5305,1,"리버풀은 역사적으로 강력한 팀으로, 여러 차례 리그 우승과 컵 대회 우승을 경험하고 있습니다."
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.39251477,0.5,0.8584910843417664,0.5287,3,"뉴캐슬 유나이티드는 최근 몇 년간 꾸준히 성장하며 중위권 팀으로 자리 잡았으나, 우승권 유지에 대한 강한 인식은 부족합니다."
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",아스톤 빌라,EPL,0.37547678,0.5,0.8764583229553351,0.5255,2,"아스튼 빌라는 최근 몇 년간 꾸준히 성장하며 중상위권 팀으로 자리 잡았으나, 우승권 유지에 대한 강한 인식은 부족합니다."
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",페라리,F1,0.36496317,0.5,0.9380699792415192,0.5336,1,페라리는 최근 몇 년간 꾸준히 우승권에 진출하며 강력한 팀으로 자리 잡고 있습니다.
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",레드불,F1,0.3618272,0.5,0.9207281584775115,0.5289,2,"레드불은 최근 몇 시즌 동안 상위권을 유지하며 성장하고 있지만, 페라리와의 격차가 아직 크지 않습니다."
0,,"나는 KBO는 처음인데, 우승권 유지 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.31478554,0.5,0.8926631066210853,0.5044,3,"맥라렌은 전반적으로 중간 수준의 팀으로 평가되며, 최근 몇 시즌 동안 우승권에 진출하지 못하고 있습니다."
0,,"나는 KBO는 처음인데, 우승 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.48557222,0.5,0.6682711506266527,0.5279,1,"NC 다이노스는 최근 몇 년간 꾸준히 성적을 내고 있으며, 강력한 투타 밸런스를 자랑합니다."
0,,"나는 KBO는 처음인데, 우승 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.4381833,0.5,0.7278442646508857,0.5208,3,분석 실패 또는 신뢰도 낮음
0,,"나는 KBO는 처음인데, 우승 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.39905477,0.5,0.7751606407244519,0.5147,2,"KT 위즈는 최근 몇 년간 성적이 불안하며, 팀의 안정감이 부족합니다."
0,,"나는 KBO는 처음인데, 우승 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.40169448,0.5,0.7639530248390428,0.5135,1,전북 현대는 최근 몇 년간 K리그에서 상위권을 지속적으로 차지하며 우승 경험이 풍부합니다.
0,,"나는 KBO는 처음인데, 우승 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.43225032,0.5,0.6496981395205583,0.5028,2,"제주는 꾸준히 중위권에 위치하며, 우승 가능성이 상대적으로 낮습니다."
0,,"나는 KBO는 처음인데, 우승 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.37697452,0.5,0.7395024805573199,0.4987,3,"울산은 최근 몇 년간 성적이 부진하며, 우승 가능성은 매우 낮습니다."
